Seq#,ID#,Florence,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Related Purchase
357,3093,0,0,177,10,1,10,0,0,0,0,0,0,0,0,0,0,0
358,3094,1,0,230,2,1,2,0,0,0,0,0,0,0,0,0,0,0
359,3099,0,0,248,34,7,52,4,0,0,1,1,1,0,0,0,0,1
360,3102,0,0,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0
361,3105,0,1,130,2,2,8,0,0,0,0,0,0,0,0,0,0,0
362,3107,0,1,34,2,1,2,0,0,0,0,0,0,0,0,0,0,0
363,3138,0,1,145,4,2,12,0,0,0,0,0,0,0,0,0,0,0
364,3153,0,1,121,26,1,26,1,0,0,0,0,0,0,0,0,0,0
365,3155,0,1,424,10,11,64,0,4,2,1,0,1,2,0,0,0,3
366,3159,0,1,233,10,1,10,0,0,0,0,0,0,0,0,0,0,0
367,3196,0,1,221,10,2,12,0,0,0,0,0,0,0,0,0,0,0
368,3231,0,1,287,6,9,38,1,1,2,0,0,1,2,0,0,0,3
369,3233,0,1,206,16,2,24,0,0,0,0,0,1,1,0,0,0,2
370,3241,0,0,148,6,1,6,0,0,0,0,0,0,0,0,0,0,0
371,3244,0,1,345,6,5,20,0,0,2,0,1,0,0,0,0,0,0
372,3251,0,0,173,14,2,20,0,0,0,1,1,0,0,0,0,0,0
373,3256,0,1,240,16,11,76,5,1,1,2,1,1,0,0,0,0,1
374,3270,0,1,223,10,6,24,0,0,2,1,1,0,0,0,0,0,0
375,3293,0,0,74,4,2,6,0,0,0,0,0,0,0,0,0,0,0
376,3308,0,1,246,10,8,32,3,0,0,1,1,1,0,0,0,0,1
377,3309,0,0,148,16,1,16,0,0,1,0,0,0,0,0,0,0,0
378,3329,0,1,54,8,1,8,0,0,0,0,0,0,0,0,0,0,0
379,3338,0,1,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0
380,3340,0,1,26,16,1,16,0,0,0,0,1,0,0,0,0,0,0
381,3367,0,1,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0
382,3369,0,0,249,14,8,40,1,1,3,0,0,1,2,1,0,0,4
383,3375,0,1,137,16,1,16,0,0,1,0,0,0,0,0,0,0,0
384,3377,0,0,221,2,8,20,1,0,0,2,0,1,0,0,0,0,1
385,3407,0,1,180,4,2,6,0,0,0,0,0,0,0,0,0,0,0
386,3412,0,0,404,28,11,88,3,1,1,0,2,1,3,0,0,0,4
387,3471,0,1,329,12,2,14,0,0,1,0,0,0,0,0,0,0,0
388,3493,0,1,198,26,2,30,1,0,0,0,0,1,0,0,0,0,1
389,3504,0,1,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0
390,3517,0,1,379,24,10,60,2,1,1,1,0,2,3,0,0,1,6
391,3526,0,1,300,16,2,18,1,0,0,0,0,1,0,0,0,0,1
392,3531,0,1,364,14,8,52,3,0,1,1,2,1,0,0,0,0,1
393,3533,0,1,253,6,12,38,7,0,1,1,0,0,2,0,0,0,2
394,3554,0,0,232,8,1,8,0,0,0,0,0,0,0,0,0,0,0
395,3566,0,1,128,16,2,20,1,0,0,1,0,0,0,0,0,0,0
396,3569,0,1,266,10,4,32,0,0,0,0,2,1,0,0,1,1,3
397,3590,0,1,106,16,1,16,0,0,1,0,0,0,0,0,0,0,0
398,3606,0,1,174,14,2,16,0,0,1,0,1,0,0,0,0,0,0
399,3609,0,1,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0
400,3621,0,1,111,8,2,14,0,1,0,0,0,0,0,0,0,0,0
401,3625,0,1,288,16,5,32,1,2,1,0,0,1,0,0,0,0,1
402,3628,0,1,157,2,2,10,0,0,0,0,0,0,0,0,0,0,0
403,3640,0,1,97,16,2,18,0,0,0,0,1,1,0,0,0,0,1
404,3656,0,1,168,16,2,24,1,0,1,0,0,0,0,1,0,0,1
405,3662,1,0,243,10,12,48,1,2,3,1,1,1,1,0,0,0,2
406,3665,0,1,152,4,2,10,0,0,0,0,0,0,0,0,0,0,0
407,3669,1,1,47,2,3,10,0,0,0,0,0,0,0,0,0,0,0
408,3670,0,1,67,12,1,12,0,0,0,0,0,0,0,0,0,0,0
409,3672,0,1,320,6,3,18,0,1,0,0,0,0,1,0,0,0,1
410,3673,0,1,100,14,1,14,0,0,0,0,1,0,0,0,0,0,0
411,3681,0,0,354,26,7,42,1,2,2,0,0,0,2,1,0,0,3
412,3684,0,1,144,6,8,38,0,0,2,1,1,1,1,1,1,1,5
413,3689,0,1,268,10,1,10,0,0,0,0,0,0,0,0,0,0,0
414,3693,0,1,40,10,2,16,0,0,1,0,0,0,0,0,0,0,0
415,3695,0,1,65,16,1,16,0,0,0,0,0,0,1,0,0,0,1
416,3701,0,1,307,16,2,24,1,1,0,0,0,0,0,0,0,0,0
417,3706,0,1,261,22,2,30,0,0,1,0,0,0,1,0,0,0,1
418,3708,0,1,273,16,1,16,1,0,0,0,0,0,0,0,0,0,0
419,3710,0,0,163,6,2,14,1,0,0,0,0,0,0,0,0,0,0
420,3716,0,1,235,12,7,52,1,0,3,0,0,2,0,0,0,0,2
421,3736,0,1,57,18,2,24,1,0,0,0,0,0,1,0,0,0,1
422,3739,1,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,0
423,3742,1,1,289,4,6,28,0,0,2,0,0,0,0,1,0,0,1
424,3746,0,1,222,6,2,10,0,0,0,0,0,0,0,0,0,0,0
425,3747,0,1,94,8,3,26,0,0,0,0,0,0,1,0,0,0,1
426,3759,0,0,226,14,2,22,0,0,0,0,1,0,0,0,0,0,0
427,3771,0,1,217,6,1,6,0,0,0,0,0,0,0,0,0,0,0
428,3779,0,1,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0
429,3817,1,1,377,6,12,34,3,1,0,0,0,2,2,0,0,0,4
430,3819,0,1,294,16,3,22,1,1,0,0,0,0,1,0,0,0,1
431,3825,0,1,28,12,1,12,0,0,0,0,0,0,0,0,0,0,0
432,3866,0,0,142,10,1,10,0,0,0,0,0,0,0,0,0,0,0
433,3871,0,1,257,16,2,24,1,1,0,0,0,0,0,0,0,0,0
434,3873,0,1,132,28,2,30,0,0,0,1,0,0,1,0,0,0,1
435,3882,0,1,223,4,7,22,1,0,2,1,0,1,1,1,0,0,3
436,3887,0,1,419,10,11,70,3,0,2,0,2,1,2,0,0,0,3
437,3913,0,1,176,20,1,20,0,1,0,0,0,0,0,0,0,0,0
438,3915,0,0,83,18,1,18,1,0,0,0,0,0,0,0,0,0,0
439,3927,0,1,366,10,12,70,3,0,2,1,0,1,2,0,0,0,3
440,3943,0,1,198,8,2,12,0,0,0,0,0,0,0,0,0,0,0
441,3945,0,1,90,16,1,16,0,0,1,0,0,0,0,0,0,0,0
442,3966,0,1,122,4,1,4,0,0,0,0,0,0,0,0,0,0,0
443,3984,0,1,356,12,4,26,0,1,2,0,0,0,0,0,0,0,0
444,3989,0,1,203,16,2,24,1,0,1,0,0,0,0,1,0,0,1
445,3998,0,1,33,12,2,14,0,1,0,0,0,0,0,0,0,0,0
446,4003,0,1,139,8,1,8,0,0,0,0,0,0,0,0,0,0,0
447,4004,0,1,201,14,7,54,1,0,5,0,0,1,0,0,0,0,1
448,4014,0,1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0
449,4027,0,1,227,12,6,36,1,0,1,0,1,1,1,0,0,0,2
450,4048,0,1,244,30,9,52,1,3,1,2,1,0,1,0,0,0,1
451,4049,0,1,59,8,1,8,0,0,0,0,0,0,0,0,0,0,0
452,4050,0,1,228,24,12,58,6,0,3,0,0,1,2,1,0,0,4
453,4061,0,1,62,10,1,10,0,0,0,0,0,0,0,0,0,0,0
454,4073,0,1,76,22,1,22,0,0,0,1,0,0,0,0,0,0,0
455,4083,0,1,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0
456,4105,1,1,149,2,5,26,0,1,0,0,0,2,0,0,0,1,3
457,4114,0,0,193,16,5,34,0,0,1,0,2,1,1,0,0,0,2
458,4117,0,1,56,16,1,16,0,0,1,0,0,0,0,0,0,0,0
459,4131,0,0,195,16,2,20,0,0,1,0,1,0,0,0,0,0,0
460,4133,0,1,186,24,1,24,0,0,0,1,0,0,0,0,0,0,0
461,4137,0,0,153,36,2,42,0,1,1,0,0,0,0,0,0,0,0
462,4153,0,1,362,18,12,78,2,1,4,3,1,0,1,1,0,0,2
463,4160,0,1,198,6,1,6,0,0,0,0,0,0,0,0,0,0,0
464,4173,0,1,128,18,2,24,0,0,1,0,0,1,0,0,0,0,1
465,4182,1,0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,0
466,4188,0,1,350,14,5,28,3,0,0,1,0,0,1,0,0,0,1
467,4194,0,0,286,36,1,36,0,0,0,0,0,0,1,0,0,0,1
468,4209,0,0,71,20,2,24,0,0,0,0,0,0,2,0,0,0,2
469,4231,0,1,241,6,2,14,0,0,0,0,1,0,0,0,0,0,0
470,4248,0,0,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0
471,4253,0,1,77,10,1,10,0,0,0,0,0,0,0,0,0,0,0
472,4260,0,1,68,16,2,22,0,0,0,0,1,1,0,0,0,0,1
473,4288,0,1,317,12,9,38,1,1,2,1,1,1,1,0,0,0,2
474,4294,0,1,422,14,9,38,1,0,3,1,1,1,2,0,0,0,3
475,4321,0,1,96,22,5,44,0,1,3,0,0,1,0,1,0,0,2
476,4338,0,0,170,24,2,30,0,0,2,0,0,0,0,1,0,0,1
477,4345,0,1,263,14,7,42,1,1,2,0,1,0,1,1,1,0,3
478,4360,0,0,254,26,1,26,0,0,1,0,0,0,0,0,0,0,0
479,4367,0,0,262,6,5,24,0,0,1,0,0,0,1,0,0,0,1
480,4378,0,1,168,20,7,36,0,2,3,0,0,1,1,0,0,0,2
481,4380,0,0,37,16,2,20,1,0,0,0,1,0,0,0,0,0,0
482,4381,0,0,184,20,6,44,1,2,0,3,0,0,0,0,0,0,0
483,4382,0,1,228,10,2,16,1,0,0,0,0,0,0,0,0,0,0
484,4386,0,1,47,10,2,14,0,0,0,1,0,0,0,0,0,0,0
485,4387,0,1,195,12,2,16,0,0,1,0,0,0,0,0,0,0,0
486,4398,1,1,294,12,12,70,2,3,2,0,1,1,2,1,0,0,4
487,4409,0,1,135,14,1,14,1,0,0,0,0,0,0,0,0,0,0
488,4421,1,0,248,6,2,10,0,0,0,0,0,0,0,0,0,0,0
489,4436,0,1,109,10,2,16,0,0,1,0,0,0,0,0,0,0,0
490,4443,0,1,274,22,1,22,0,0,0,0,1,0,0,0,0,0,0
491,4454,1,1,234,2,5,16,1,0,0,0,0,0,0,0,0,0,0
492,4469,0,1,105,12,7,26,3,0,2,1,0,0,0,0,0,0,0
493,4490,0,1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,3
494,4504,0,1,49,16,2,20,1,0,1,0,0,0,0,0,0,0,0
495,4506,0,1,139,20,7,44,2,0,1,1,2,1,0,0,0,0,1
496,4508,0,1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0
497,4511,0,1,117,2,1,2,0,0,0,0,0,0,0,0,0,0,0
498,4547,0,1,140,14,2,20,0,1,1,0,0,0,0,0,0,0,0
499,4549,0,0,68,12,4,26,0,1,0,2,0,0,0,0,0,0,0
500,4553,0,1,102,4,2,12,0,0,0,0,0,0,0,0,0,0,0
501,4558,0,1,55,14,2,18,0,0,1,1,0,0,0,0,0,0,0
502,4564,0,1,281,14,8,58,2,1,0,2,0,1,2,0,0,0,3
503,4567,0,1,293,2,9,26,0,1,0,2,0,1,1,0,0,0,2
504,4574,1,1,330,16,5,42,0,0,1,0,0,2,2,0,0,0,4
505,4580,0,1,179,4,3,22,1,0,0,0,1,0,0,0,0,0,0
506,4584,0,1,357,8,5,36,1,0,3,0,0,0,0,0,0,0,0
507,4590,0,1,239,2,1,2,0,0,0,0,0,0,0,0,0,0,0
508,4596,0,1,231,26,1,26,0,0,1,0,0,0,0,0,0,0,0
509,4613,0,1,75,12,2,16,0,0,0,1,0,0,0,0,0,0,0
510,4629,0,1,290,34,1,34,0,0,1,0,0,0,0,0,0,0,0
511,4653,1,0,258,28,7,60,0,1,1,1,0,1,3,1,0,1,6
512,4659,0,0,224,28,12,74,0,2,3,2,1,2,2,0,0,0,4
513,4680,0,1,187,14,8,38,2,1,1,1,1,1,1,0,0,0,2
514,4683,0,1,199,14,2,16,0,0,1,0,0,0,0,0,0,0,0
515,4699,0,1,131,18,7,46,0,0,3,1,1,0,2,0,0,0,2
516,4722,0,1,175,30,2,32,1,0,1,0,0,0,0,0,0,0,0
517,4725,0,0,189,16,2,24,0,0,1,1,0,0,0,0,0,0,0
518,4728,1,1,267,2,4,20,0,0,1,0,0,0,0,0,0,0,0
519,4740,0,0,307,12,1,12,0,0,0,0,0,0,0,0,0,0,0
520,4748,0,1,187,2,8,44,3,1,2,1,0,0,0,1,0,0,1
521,4752,0,1,80,6,1,6,0,0,0,0,0,0,0,0,0,0,0
522,4755,0,0,78,32,2,34,0,0,0,0,0,0,2,0,0,0,2
523,4756,0,1,291,32,1,32,0,0,0,0,0,0,1,0,0,0,1
524,4762,0,1,300,20,7,40,0,1,2,0,1,2,1,0,0,0,3
525,4767,0,1,320,16,2,20,0,0,1,0,0,1,0,0,0,0,1
526,4773,0,1,157,8,2,14,0,0,1,0,0,0,0,0,0,0,0
527,4777,0,0,305,14,5,28,0,0,4,0,0,0,1,0,0,0,1
528,4780,0,1,421,6,11,68,2,1,1,1,2,1,2,0,0,0,3
529,4796,0,1,372,30,11,60,4,1,3,1,1,1,0,1,1,1,4
530,4801,0,1,17,14,1,14,0,0,0,1,0,0,0,0,0,0,0
531,4808,0,1,109,10,6,30,0,1,1,1,0,0,2,0,0,0,2
532,4818,0,1,221,22,2,24,1,0,0,0,0,0,1,0,0,0,1
533,4820,0,0,444,16,10,38,3,2,3,0,1,0,1,0,0,0,1
534,4821,0,1,423,4,9,56,2,0,2,1,1,0,0,0,0,0,0
535,4829,0,1,228,8,10,46,1,0,3,2,0,0,1,2,0,0,3
536,4840,0,1,285,14,2,16,0,0,0,1,1,0,0,0,0,0,0
537,4859,0,1,244,8,2,10,0,0,0,0,0,0,0,0,0,0,0
538,4866,0,1,216,22,1,22,0,0,0,0,0,1,0,0,0,0,1
539,4873,0,1,202,4,9,48,2,0,1,2,0,1,2,0,0,0,3
540,4907,0,1,56,6,2,12,0,0,0,0,0,0,0,0,0,0,0
541,4910,0,1,291,10,2,18,1,0,0,0,0,0,0,0,0,0,0
542,4919,0,1,262,12,11,78,0,0,4,1,1,2,2,0,0,0,4
543,4939,0,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0
544,4940,0,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0
545,4983,0,1,263,20,12,80,4,1,3,2,0,2,0,0,0,0,2
546,4986,0,1,222,14,3,24,0,2,1,0,0,0,0,1,0,0,1
547,5010,0,1,157,8,1,8,0,0,0,0,0,0,0,0,0,0,0
548,5015,0,1,362,14,11,62,2,0,5,3,0,1,0,0,0,0,1
549,5020,0,1,186,4,1,4,0,0,0,0,0,0,0,0,0,0,0
550,5025,0,1,357,18,10,56,4,1,0,1,1,0,3,0,0,0,3
551,5030,0,1,211,4,6,18,0,0,1,0,0,0,0,0,0,0,0
552,5035,1,1,150,6,5,28,0,0,2,1,0,0,0,0,0,0,0
553,5037,0,1,281,12,2,18,1,0,0,0,0,0,0,0,0,0,0
554,5041,0,0,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0
555,5047,0,1,106,14,1,14,1,0,0,0,0,0,0,0,0,0,0
556,5049,0,1,217,12,1,12,0,0,0,0,0,0,0,0,0,0,0
557,5050,0,0,262,28,2,30,0,0,0,0,0,0,2,0,0,0,2
558,5070,0,1,332,2,9,26,3,0,1,1,0,0,0,1,0,0,1
559,5076,0,1,281,36,11,92,3,0,2,1,1,1,3,0,0,0,4
560,5077,0,1,239,12,1,12,0,0,0,0,0,0,0,0,0,0,0
561,5083,0,1,224,32,1,32,0,0,0,1,0,0,0,0,0,0,0
562,5090,0,1,392,8,12,60,1,2,2,0,1,0,3,1,1,0,5
563,5100,0,1,188,22,5,48,1,0,1,1,1,0,1,0,0,0,1
564,5112,0,1,338,26,5,40,0,0,2,0,1,1,1,1,1,1,5
565,5115,0,1,394,14,8,48,3,1,1,0,1,1,1,0,0,0,2
566,5119,0,1,47,10,2,12,0,0,0,0,0,0,0,0,0,0,0
567,5147,0,1,276,20,3,26,0,0,1,1,1,0,0,1,0,0,1
568,5148,0,1,199,16,4,30,2,1,0,0,0,0,1,0,0,0,1
569,5167,0,1,37,14,2,20,0,0,1,1,0,0,0,0,0,0,0
570,5170,0,1,384,6,8,26,1,0,1,1,1,0,0,1,1,0,2
571,5174,0,0,172,4,2,8,0,0,0,0,0,0,0,0,0,0,0
572,5193,0,0,181,10,2,16,1,0,0,0,0,0,0,0,0,0,0
573,5197,0,1,211,20,1,20,1,0,0,0,0,0,0,0,0,0,0
574,5202,0,1,299,20,1,20,0,0,1,0,0,0,0,0,0,0,0
575,5203,0,0,108,26,2,28,0,0,1,1,0,0,0,0,0,0,0
576,5224,0,1,419,14,11,62,3,0,5,0,2,0,1,0,0,0,1
577,5228,0,1,406,14,10,72,1,1,3,1,0,1,2,0,0,0,3
578,5233,0,1,351,36,4,50,1,1,0,0,0,2,0,0,0,0,2
579,5235,1,0,400,6,11,52,1,0,3,2,0,3,0,0,0,0,3
580,5243,0,1,287,12,2,18,0,1,0,0,0,0,0,0,0,0,0
581,5246,0,1,423,12,10,34,2,1,2,0,4,0,0,1,1,0,2
582,5250,0,1,131,14,4,28,0,0,3,1,0,0,0,0,0,0,0
583,5257,0,1,305,6,9,24,0,0,4,0,1,1,2,0,0,0,3
584,5268,0,0,400,4,8,44,1,0,2,1,0,1,1,0,0,0,2
585,5297,0,1,124,14,4,32,0,0,2,0,1,0,1,0,0,0,1
586,5300,0,0,354,6,9,30,2,1,1,1,0,1,0,1,0,1,3
587,5333,0,1,165,14,1,14,1,0,0,0,0,0,0,0,0,0,0
588,5338,0,1,282,12,8,60,0,0,2,0,2,1,2,0,0,0,3
589,5345,0,1,240,12,2,16,0,0,1,0,0,0,0,0,0,0,0
590,5349,0,0,181,4,2,10,0,0,0,0,0,0,0,0,0,0,0
591,5350,1,1,245,18,4,34,0,0,0,0,0,1,3,0,0,0,4
592,5355,0,1,108,8,1,8,0,0,0,0,0,0,0,0,0,0,0
593,5366,0,1,300,12,5,24,0,0,0,2,1,1,0,0,0,0,1
594,5376,0,0,190,8,1,8,0,0,0,0,0,0,0,0,0,0,0
595,5383,0,0,175,16,2,20,1,0,0,1,0,0,0,0,0,0,0
596,5385,0,1,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0
597,5394,0,1,121,16,2,20,0,0,0,1,1,0,0,0,0,0,0
598,5417,1,0,288,6,11,70,3,1,2,1,1,2,0,2,0,0,4
599,5424,0,1,278,26,1,26,0,1,0,0,0,0,0,0,0,0,0
600,5431,0,1,151,16,2,24,1,0,1,0,0,0,0,1,0,0,1
601,5442,0,1,228,14,9,36,0,1,4,1,0,1,2,1,0,0,4
602,5445,0,0,133,2,4,24,0,0,0,0,0,1,0,0,0,0,1
603,5448,0,0,398,10,11,50,3,0,2,1,2,1,0,0,0,0,1
604,5451,1,1,233,16,4,36,1,0,0,1,0,0,2,0,0,0,2
605,5452,0,1,203,18,1,18,0,0,0,0,0,1,0,0,0,0,1
606,5453,0,1,410,4,8,20,0,1,2,0,0,0,1,0,0,0,1
607,5454,0,1,128,20,2,24,1,0,1,0,0,0,0,0,0,0,0
608,5485,0,0,66,10,2,16,0,0,1,0,0,0,0,0,0,0,0
609,5504,0,1,104,28,1,28,0,0,0,1,0,0,0,0,0,0,0
610,5536,0,0,178,18,2,26,1,0,1,0,0,0,0,0,0,0,0
611,5543,0,1,164,4,7,38,1,0,1,0,1,1,0,0,0,0,1
612,5549,0,1,273,8,2,16,0,0,1,0,0,0,0,0,0,0,0
613,5557,0,0,170,16,1,16,0,0,1,0,0,0,0,0,0,0,0
614,5560,1,1,236,8,12,44,1,1,2,0,3,2,0,0,0,0,2
615,5570,0,1,93,14,3,28,1,0,0,0,1,1,0,0,0,0,1
616,5575,1,0,84,6,1,6,0,0,0,0,0,0,0,0,0,0,0
617,5582,0,0,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0
618,5605,0,0,76,20,1,20,0,0,0,0,0,0,1,0,0,0,1
619,5610,0,1,297,34,12,94,1,0,7,1,2,1,0,0,0,0,1
620,5614,0,0,145,12,1,12,0,0,0,0,0,0,0,0,0,0,0
621,5628,0,0,136,12,2,16,0,1,0,0,0,0,0,0,0,0,0
622,5632,1,1,75,16,1,16,0,0,0,0,0,0,1,0,0,0,1
623,5648,0,1,159,10,3,22,1,0,0,0,0,0,0,0,0,0,0
624,5654,0,1,276,24,2,32,0,0,0,2,0,0,0,0,0,0,0
625,5657,0,0,53,14,1,14,0,0,0,0,0,1,0,0,0,0,1
626,5669,0,1,175,36,1,36,0,0,0,0,0,0,1,0,0,0,1
627,5670,0,0,173,16,8,44,3,1,1,1,1,1,0,0,0,0,1
628,5672,0,1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0
629,5676,0,1,277,8,1,8,0,0,0,0,0,0,0,0,0,0,0
630,5708,0,1,242,10,1,10,0,0,0,0,0,0,0,0,0,0,0
631,5711,0,1,73,6,1,6,0,0,0,0,0,0,0,0,0,0,0
632,5713,0,1,19,16,1,16,1,0,0,0,0,0,0,0,0,0,0
633,5715,0,1,341,2,3,12,0,0,0,0,0,0,0,0,0,0,0
634,5722,0,1,354,4,12,48,2,2,0,3,0,0,2,0,0,0,2
635,5724,0,1,225,26,11,58,2,1,4,0,1,1,2,0,0,0,3
636,5729,0,1,285,4,9,40,1,0,2,0,0,1,0,0,0,0,1
637,5747,0,1,259,14,2,18,0,0,1,0,0,0,0,0,0,0,0
638,5749,0,1,310,16,8,54,2,0,1,2,1,1,1,0,0,0,2
639,5755,1,0,130,22,2,24,1,1,0,0,0,0,0,0,0,0,0
640,5760,0,1,166,12,1,12,0,0,0,0,0,0,0,0,0,0,0
641,5765,1,1,148,4,5,22,0,0,0,0,2,0,0,0,0,0,0
642,5766,0,1,156,6,5,16,0,0,2,0,0,0,0,0,0,0,0
643,5772,0,1,200,26,1,26,1,0,0,0,0,0,0,0,0,0,0
644,5777,0,1,137,18,2,20,1,0,0,0,0,0,1,0,0,0,1
645,5778,0,1,117,34,1,34,0,0,1,0,0,0,0,0,0,0,0
646,5783,0,1,218,10,2,18,0,0,1,0,0,0,0,0,0,0,0
647,5795,0,0,54,20,1,20,0,0,0,0,1,0,0,0,0,0,0
648,5800,0,1,185,6,2,12,0,0,0,0,0,0,0,0,0,0,0
649,5806,0,1,336,12,7,36,1,0,1,0,3,0,1,0,0,0,1
650,5811,0,1,284,14,10,70,2,1,2,2,1,1,1,1,0,0,3
651,5824,0,0,310,12,2,18,1,0,0,0,0,0,0,0,0,0,0
652,5828,0,1,203,14,1,14,0,1,0,0,0,0,0,0,0,0,0
653,5838,0,1,74,10,1,10,0,0,0,0,0,0,0,0,0,0,0
654,5845,0,1,238,24,3,36,0,0,0,2,0,0,1,0,0,0,1
655,5850,0,1,262,16,1,16,0,0,0,0,0,0,1,0,0,0,1
656,5855,0,1,49,24,1,24,1,0,0,0,0,0,0,0,0,0,0
657,5856,0,0,295,30,2,34,0,0,0,0,2,0,0,0,0,0,0
658,5870,1,0,81,16,1,16,0,0,0,1,0,0,0,0,0,0,0
659,5880,0,1,305,10,2,12,0,0,0,0,0,0,0,0,0,0,0
660,5885,0,1,254,32,1,32,1,0,0,0,0,0,0,0,0,0,0
661,5893,0,0,159,20,2,24,0,0,0,1,0,1,0,0,0,0,1
662,5894,0,0,287,4,1,4,0,0,0,0,0,0,0,0,0,0,0
663,5897,0,1,194,30,1,30,1,0,0,0,0,0,0,0,0,0,0
664,5899,0,1,98,12,6,38,1,0,2,0,1,0,1,0,0,0,1
665,5902,1,1,351,10,9,62,2,1,2,1,0,2,0,1,0,2,5
666,5903,0,1,156,10,5,34,1,0,1,1,0,1,0,0,0,0,1
667,5906,0,1,277,10,3,22,1,0,1,0,0,0,0,0,0,0,0
668,5907,0,0,160,24,10,50,2,0,1,2,1,1,3,0,0,0,4
669,5911,0,0,215,16,1,16,0,0,1,0,0,0,0,0,0,0,0
670,5912,1,1,399,14,8,48,0,0,2,0,1,2,3,1,1,1,8
671,5913,0,1,68,4,1,4,0,0,0,0,0,0,0,0,0,0,0
672,5915,0,1,303,16,2,22,0,0,1,0,0,1,0,0,0,0,1
673,5916,0,0,156,2,3,12,0,0,0,0,0,0,0,0,0,0,0
674,5924,0,1,191,22,2,24,0,0,1,1,0,0,0,0,0,0,0
675,5931,0,1,32,16,1,16,0,1,0,0,0,0,0,0,0,0,0
676,5935,0,1,93,14,2,16,0,0,1,0,0,1,0,0,0,0,1
677,5943,0,0,266,32,2,40,0,0,0,2,0,0,0,0,0,0,0
678,5957,0,1,296,14,1,14,0,0,1,0,0,0,0,0,0,0,0
679,5982,0,0,63,14,1,14,0,1,0,0,0,0,0,0,0,0,0
680,6003,0,1,132,2,1,2,0,0,0,0,0,0,0,0,0,0,0
681,6013,1,1,143,14,1,14,0,0,0,0,0,0,0,0,0,0,0
682,6018,0,1,294,16,1,16,0,0,0,1,0,0,0,0,0,0,0
683,6025,1,0,17,4,1,4,0,0,0,0,0,0,0,0,0,0,0
684,6037,0,0,422,26,12,82,2,2,3,0,1,1,3,2,0,0,6
685,6044,0,0,340,14,10,70,2,2,1,1,1,1,2,0,0,0,3
686,6058,0,1,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0
687,6059,0,1,53,14,1,14,0,0,1,0,0,0,0,0,0,0,0
688,6067,0,1,39,14,1,14,0,0,1,0,0,0,0,0,0,0,0
689,6069,0,1,113,8,2,14,0,0,1,0,0,0,0,0,0,0,0
690,6082,0,0,307,18,4,28,1,0,1,0,1,1,0,0,0,0,1
691,6084,0,0,104,6,5,18,1,0,0,0,0,1,1,0,0,0,2
692,6093,0,1,184,6,1,6,0,0,0,0,0,0,0,0,0,0,0
693,6096,0,1,245,14,1,14,0,0,1,0,0,0,0,0,0,0,0
694,6097,0,1,204,6,2,12,0,0,0,0,0,0,0,0,0,0,0
695,6101,0,1,292,4,5,28,1,0,2,0,0,0,1,1,0,0,2
696,6102,0,1,158,16,7,44,0,2,1,2,0,0,2,1,0,0,3
697,6110,1,1,374,2,10,26,2,1,0,0,0,0,0,0,0,0,0
698,6113,0,0,284,4,2,8,0,0,0,0,0,0,0,0,0,0,0
699,6114,0,1,216,2,2,8,0,0,0,0,0,0,0,0,0,0,0
700,6118,0,0,202,16,2,18,0,0,2,0,0,0,0,0,0,0,0
701,6123,0,1,251,16,1,16,1,0,0,0,0,0,0,0,0,0,0
702,6134,1,1,206,14,4,28,0,0,2,0,1,1,0,0,0,0,1
703,6140,0,1,66,32,1,32,1,0,0,0,0,0,0,0,0,0,0
704,6153,0,1,301,16,1,16,0,0,1,0,0,0,0,0,0,0,0
705,6167,0,1,280,6,1,6,0,0,0,0,0,0,0,0,0,0,0
706,6168,0,1,327,12,10,66,2,1,3,1,0,0,2,0,0,0,2
707,6174,0,0,15,34,1,34,0,0,0,1,0,0,0,0,0,0,0
708,6177,1,1,413,30,11,54,2,1,1,0,4,2,1,0,0,0,3
709,6183,0,1,83,4,5,26,0,0,2,0,0,1,0,0,0,0,1
710,6192,0,1,248,12,1,12,0,0,0,0,0,0,0,0,0,0,0
711,6196,0,1,49,12,3,26,0,1,1,0,0,0,0,0,0,0,0
712,6201,0,1,273,10,1,10,0,0,0,0,0,0,0,0,0,0,0
